Date,Festival,Product_Category,Sub_Category,Actual Price,Discount Price,Discount (%),Profit,Sales_Quantity,Age,Gender,Location,Review Rating,Previous Purchases,Frequency Of Purchases,Income,Browsing Time,Frequency,Festival Day Type
2024-08-12,Back to School Sales,Clothing,T-shirt,69,32,53.62,37,9,46,Male,Wisconsin,4.5,34,Fortnightly,118806,83,High,Festival Day
2024-11-02,Normal Days,Accessories,Backpack,102,56,45.1,46,7,39,Male,Minnesota,2.9,31,Annually,26910,29,Low,Non-Festival Day
2024-08-21,Normal Days,Footwear,Shoes,142,94,33.8,48,8,19,Male,Georgia,3.3,1,Bi-Weekly,130989,26,Low,Non-Festival Day
2024-06-20,Normal Days,Clothing,Hoodie,81,53,34.57,28,8,50,Male,Arkansas,3.1,5,Bi-Weekly,110982,22,Low,Non-Festival Day
2024-05-31,Normal Days,Clothing,Blouse,101,82,18.81,19,3,36,Male,West Virginia,4.4,4,Weekly,141626,20,Low,Non-Festival Day
2024-11-10,Normal Days,Outerwear,Coat,106,70,33.96,36,7,65,Male,Indiana,3.0,48,Quarterly,139176,6,Low,Non-Festival Day
2024-06-08,Normal Days,Accessories,Hat,112,76,32.14,36,7,64,Male,Utah,3.9,29,Every 3 Months,20206,19,Low,Non-Festival Day
2024-04-05,Normal Days,Footwear,Shoes,57,29,49.12,28,7,46,Male,Nebraska,2.9,12,Bi-Weekly,107054,17,Low,Non-Festival Day
2024-08-20,Normal Days,Accessories,Belt,145,100,31.03,45,7,36,Male,North Dakota,3.0,29,Annually,107897,17,Low,Non-Festival Day
2024-06-28,Normal Days,Accessories,Backpack,110,94,14.55,16,3,51,Male,Missouri,3.1,15,Quarterly,142409,20,Low,Non-Festival Day
2024-04-22,Normal Days,Outerwear,Jacket,68,25,63.24,43,11,51,Male,New York,4.3,34,Monthly,43419,12,Low,Non-Festival Day
2024-11-13,Normal Days,Footwear,Boots,94,88,6.38,6,2,38,Male,Washington,3.9,41,Fortnightly,70636,15,Low,Non-Festival Day
2024-02-21,Normal Days,Accessories,Scarf,85,78,8.24,7,6,59,Male,South Carolina,3.2,41,Monthly,142546,12,Low,Non-Festival Day
2024-09-24,Normal Days,Accessories,Jewelry,86,45,47.67,41,9,57,Male,Utah,4.8,39,Fortnightly,134238,26,Low,Non-Festival Day
2024-10-21,Normal Days,Accessories,Hat,94,73,22.34,21,9,54,Male,Idaho,3.8,32,Weekly,70015,14,Low,Non-Festival Day
2024-04-22,Normal Days,Clothing,Dress,67,61,8.96,6,3,25,Male,Pennsylvania,3.3,29,Monthly,137478,27,Low,Non-Festival Day
2024-04-10,Normal Days,Clothing,Blouse,28,22,21.43,6,5,69,Male,Missouri,4.3,15,Annually,142096,5,Low,Non-Festival Day
2024-04-22,Normal Days,Accessories,Hat,70,38,45.71,32,4,57,Male,Nebraska,2.7,33,Annually,127059,16,Low,Non-Festival Day
2024-03-21,Normal Days,Accessories,Scarf,65,38,41.54,27,7,70,Male,Indiana,3.2,18,Weekly,74268,13,Low,Non-Festival Day
2024-07-05,Normal Days,Footwear,Sneakers,141,100,29.08,41,11,24,Male,Arizona,4.0,35,Bi-Weekly,130687,9,Low,Non-Festival Day
2024-04-22,Normal Days,Clothing,Shirt,100,64,36.0,36,9,67,Male,Hawaii,3.0,25,Weekly,107939,13,Low,Non-Festival Day
2024-01-02,Normal Days,Clothing,T-shirt,92,55,40.22,37,10,24,Male,Wisconsin,4.2,6,Fortnightly,38141,20,Low,Non-Festival Day
2024-05-09,Normal Days,Accessories,Gloves,96,91,5.21,5,6,62,Male,Rhode Island,2.9,17,Bi-Weekly,100356,22,Low,Non-Festival Day
2024-08-07,Back to School Sales,Clothing,Skirt,61,38,37.7,23,16,57,Male,Wisconsin,4.1,17,Monthly,125878,59,High,Festival Day
2024-02-23,Normal Days,Footwear,Sandals,103,97,5.83,6,7,55,Male,Minnesota,3.2,44,Every 3 Months,91910,12,Low,Non-Festival Day
2024-12-08,Normal Days,Outerwear,Jacket,70,22,68.57,48,6,45,Male,Vermont,3.0,6,Fortnightly,76044,27,Low,Non-Festival Day
2024-08-11,Back to School Sales,Clothing,Skirt,122,92,24.59,30,11,69,Male,South Dakota,4.2,45,Fortnightly,87214,40,High,Festival Day
2024-08-12,Back to School Sales,Accessories,Handbag,120,84,30.0,36,14,67,Male,Virginia,4.2,7,Annually,137930,49,High,Festival Day
2024-05-05,Normal Days,Accessories,Handbag,103,93,9.71,10,3,30,Male,Nevada,4.4,11,Every 3 Months,139324,23,Low,Non-Festival Day
2024-05-09,Normal Days,Outerwear,Jacket,86,50,41.86,36,10,24,Male,Hawaii,4.2,41,Every 3 Months,53827,8,Low,Non-Festival Day
2024-02-22,Normal Days,Accessories,Scarf,72,64,11.11,8,2,62,Male,New Jersey,2.8,24,Bi-Weekly,75820,24,Low,Non-Festival Day
2024-06-20,Normal Days,Clothing,Shorts,76,61,19.74,15,2,43,Male,Massachusetts,3.7,21,Weekly,82623,14,Low,Non-Festival Day
2024-08-05,Back to School Sales,Accessories,Sunglasses,69,48,30.43,21,13,35,Male,Oklahoma,3.5,24,Annually,101734,53,High,Festival Day
2024-06-08,Normal Days,Clothing,T-shirt,87,45,48.28,42,9,28,Male,California,2.9,8,Quarterly,95450,17,Low,Non-Festival Day
2024-07-16,Back to School Sales,Accessories,Belt,116,88,24.14,28,15,32,Male,Nevada,3.0,12,Fortnightly,113426,81,High,Festival Day
2024-09-03,Normal Days,Footwear,Sneakers,66,57,13.64,9,7,39,Male,Arizona,3.7,48,Fortnightly,137845,18,Low,Non-Festival Day
2024-11-19,Normal Days,Accessories,Hat,106,68,35.85,38,6,28,Male,North Carolina,4.4,6,Quarterly,42299,25,Low,Non-Festival Day
2024-07-21,Back to School Sales,Accessories,Gloves,104,94,9.62,10,14,47,Male,New York,4.5,14,Fortnightly,63585,63,High,Festival Day
2024-07-02,Normal Days,Clothing,Pants,67,41,38.81,26,5,20,Male,Wyoming,4.8,34,Annually,129225,8,Low,Non-Festival Day
2024-05-02,Normal Days,Clothing,Socks,98,83,15.31,15,8,63,Male,South Dakota,2.9,12,Every 3 Months,84044,11,Low,Non-Festival Day
2024-09-11,Normal Days,Outerwear,Jacket,42,22,47.62,20,8,25,Male,Arkansas,3.2,11,Annually,62557,23,Low,Non-Festival Day
2024-10-20,Normal Days,Footwear,Shoes,111,74,33.33,37,4,29,Male,Texas,3.3,5,Monthly,69080,21,Low,Non-Festival Day
2024-10-06,Normal Days,Clothing,Jeans,103,90,12.62,13,7,50,Male,Rhode Island,4.2,25,Fortnightly,129556,20,Low,Non-Festival Day
2024-11-20,Normal Days,Clothing,Socks,89,79,11.24,10,6,18,Male,New Hampshire,2.9,11,Annually,22693,17,Low,Non-Festival Day
2024-04-07,Normal Days,Footwear,Sandals,48,28,41.67,20,4,70,Male,Ohio,4.6,27,Every 3 Months,115003,28,Low,Non-Festival Day
2024-07-16,Back to School Sales,Accessories,Scarf,121,88,27.27,33,11,66,Male,Utah,4.1,43,Annually,115259,53,High,Festival Day
2024-08-27,Normal Days,Clothing,Blouse,33,26,21.21,7,2,28,Male,Tennessee,3.1,18,Every 3 Months,132235,26,Low,Non-Festival Day
2024-05-23,Normal Days,Accessories,Jewelry,51,27,47.06,24,6,54,Male,Hawaii,4.2,32,Bi-Weekly,89163,27,Low,Non-Festival Day
2024-04-06,Normal Days,Clothing,Sweater,123,83,32.52,40,11,19,Male,Arizona,4.5,27,Every 3 Months,45939,22,Low,Non-Festival Day
2024-07-19,Back to School Sales,Accessories,Gloves,62,39,37.1,23,11,20,Male,South Dakota,3.7,24,Weekly,68925,50,High,Festival Day
2024-05-03,Normal Days,Accessories,Sunglasses,119,89,25.21,30,9,43,Male,New Jersey,3.7,31,Quarterly,62941,16,Low,Non-Festival Day
2024-07-05,Normal Days,Outerwear,Coat,75,68,9.33,7,2,38,Male,North Dakota,3.4,39,Fortnightly,41834,27,Low,Non-Festival Day
2024-11-21,Normal Days,Clothing,Dress,113,90,20.35,23,9,50,Male,Iowa,3.0,36,Fortnightly,38047,29,Low,Non-Festival Day
2024-12-14,Normal Days,Clothing,Skirt,58,34,41.38,24,8,64,Male,Ohio,4.2,5,Annually,46105,5,Low,Non-Festival Day
2024-09-15,Normal Days,Clothing,Pants,87,51,41.38,36,4,49,Male,Vermont,2.9,47,Bi-Weekly,95766,19,Low,Non-Festival Day
2024-05-27,Normal Days,Clothing,Sweater,56,45,19.64,11,6,47,Male,Montana,3.5,29,Fortnightly,35707,7,Low,Non-Festival Day
2024-09-08,Normal Days,Clothing,Hoodie,133,88,33.83,45,11,36,Male,Delaware,4.1,43,Bi-Weekly,41976,10,Low,Non-Festival Day
2024-12-11,Normal Days,Outerwear,Coat,122,85,30.33,37,8,55,Male,New York,4.3,40,Every 3 Months,64262,18,Low,Non-Festival Day
2024-05-26,Normal Days,Accessories,Jewelry,144,100,30.56,44,11,25,Male,Kentucky,2.8,4,Monthly,145117,27,Low,Non-Festival Day
2024-05-27,Normal Days,Accessories,Belt,85,42,50.59,43,9,53,Male,Oregon,4.9,39,Weekly,43776,10,Low,Non-Festival Day
2024-12-17,Normal Days,Footwear,Sandals,75,53,29.33,22,8,49,Male,Rhode Island,3.3,45,Fortnightly,50080,5,Low,Non-Festival Day
2024-07-17,Back to School Sales,Accessories,Sunglasses,130,86,33.85,44,9,35,Male,Nevada,3.2,20,Bi-Weekly,148376,81,High,Festival Day
2024-11-03,Normal Days,Clothing,Sweater,71,66,7.04,5,8,29,Male,Montana,4.4,14,Weekly,86842,10,Low,Non-Festival Day
2024-05-07,Normal Days,Accessories,Belt,115,100,13.04,15,8,47,Male,Pennsylvania,4.8,33,Weekly,81373,12,Low,Non-Festival Day
2024-02-08,Normal Days,Accessories,Handbag,79,47,40.51,32,8,53,Male,Alaska,4.2,18,Annually,26776,19,Low,Non-Festival Day
2024-12-03,Normal Days,Clothing,Skirt,54,25,53.7,29,4,33,Male,Mississippi,4.0,9,Weekly,112787,18,Low,Non-Festival Day
2024-12-25,Normal Days,Accessories,Handbag,78,51,34.62,27,9,21,Male,Wyoming,2.5,34,Annually,147948,20,Low,Non-Festival Day
2024-05-08,Normal Days,Clothing,Shorts,76,41,46.05,35,8,32,Male,Delaware,3.9,33,Fortnightly,75016,24,Low,Non-Festival Day
2024-09-23,Normal Days,Footwear,Boots,107,73,31.78,34,5,52,Male,Oklahoma,4.9,15,Bi-Weekly,29474,27,Low,Non-Festival Day
2024-05-30,Normal Days,Accessories,Sunglasses,88,42,52.27,46,9,67,Male,Indiana,3.5,4,Bi-Weekly,125830,20,Low,Non-Festival Day
2024-10-24,Normal Days,Accessories,Scarf,59,20,66.1,39,10,43,Male,Maryland,4.2,25,Annually,78053,23,Low,Non-Festival Day
2024-04-08,Normal Days,Accessories,Jewelry,41,30,26.83,11,5,58,Male,South Dakota,4.7,20,Every 3 Months,41959,28,Low,Non-Festival Day
2024-09-19,Normal Days,Accessories,Handbag,73,53,27.4,20,4,20,Male,West Virginia,4.5,5,Quarterly,25530,5,Low,Non-Festival Day
2024-09-08,Normal Days,Accessories,Gloves,104,74,28.85,30,9,61,Male,Alabama,2.8,16,Quarterly,114856,8,Low,Non-Festival Day
2024-05-23,Normal Days,Clothing,Jeans,63,57,9.52,6,7,32,Male,Louisiana,2.9,13,Annually,139101,28,Low,Non-Festival Day
2024-12-11,Normal Days,Accessories,Hat,62,57,8.06,5,7,38,Male,Montana,3.2,11,Every 3 Months,23748,14,Low,Non-Festival Day
2024-04-21,Normal Days,Clothing,Jeans,93,77,17.2,16,2,21,Male,California,4.9,21,Annually,117504,24,Low,Non-Festival Day
2024-02-29,Normal Days,Clothing,Pants,49,40,18.37,9,7,37,Male,Hawaii,3.7,6,Annually,118098,22,Low,Non-Festival Day
2024-01-02,Normal Days,Clothing,Shorts,87,46,47.13,41,5,27,Male,Iowa,4.3,29,Monthly,33545,6,Low,Non-Festival Day
2024-10-30,Normal Days,Clothing,Pants,114,78,31.58,36,9,36,Male,Colorado,3.9,15,Annually,147659,8,Low,Non-Festival Day
2024-09-10,Normal Days,Accessories,Backpack,72,59,18.06,13,4,32,Male,Michigan,3.2,17,Bi-Weekly,86199,19,Low,Non-Festival Day
2024-05-19,Normal Days,Accessories,Jewelry,120,75,37.5,45,6,51,Male,Louisiana,3.1,32,Weekly,54766,8,Low,Non-Festival Day
2024-02-06,Normal Days,Clothing,Sweater,93,54,41.94,39,7,64,Male,Maryland,3.9,42,Annually,93530,20,Low,Non-Festival Day
2024-06-08,Normal Days,Footwear,Shoes,65,42,35.38,23,8,68,Male,Georgia,2.6,21,Monthly,113557,19,Low,Non-Festival Day
2024-01-09,Normal Days,Clothing,Blouse,64,44,31.25,20,4,68,Male,Georgia,3.3,9,Bi-Weekly,81087,22,Low,Non-Festival Day
2024-08-20,Normal Days,Clothing,Jeans,59,52,11.86,7,3,33,Male,North Dakota,4.6,16,Annually,115839,11,Low,Non-Festival Day
2024-04-08,Normal Days,Accessories,Sunglasses,93,69,25.81,24,9,65,Male,Maryland,4.6,42,Fortnightly,136183,19,Low,Non-Festival Day
2024-05-26,Normal Days,Accessories,Jewelry,54,26,51.85,28,7,48,Male,Oregon,4.4,37,Bi-Weekly,88840,26,Low,Non-Festival Day
2024-10-30,Normal Days,Outerwear,Coat,70,33,52.86,37,6,69,Male,North Dakota,4.2,32,Quarterly,138451,15,Low,Non-Festival Day
2024-07-26,Back to School Sales,Accessories,Jewelry,60,32,46.67,28,10,59,Male,Maryland,3.0,28,Bi-Weekly,74384,48,High,Festival Day
2024-05-10,Normal Days,Accessories,Backpack,100,85,15.0,15,3,48,Male,Virginia,4.0,13,Weekly,71005,12,Low,Non-Festival Day
2024-05-31,Normal Days,Clothing,Skirt,42,30,28.57,12,2,25,Male,South Dakota,3.5,11,Fortnightly,66576,28,Low,Non-Festival Day
2024-02-23,Normal Days,Clothing,Shirt,69,29,57.97,40,6,29,Male,Georgia,3.0,36,Bi-Weekly,59353,5,Low,Non-Festival Day
2024-04-29,Normal Days,Clothing,Sweater,137,95,30.66,42,8,57,Male,Hawaii,3.7,23,Annually,82003,7,Low,Non-Festival Day
2024-06-09,Normal Days,Footwear,Sneakers,113,69,38.94,44,7,23,Male,Arkansas,4.0,37,Monthly,103211,9,Low,Non-Festival Day
2024-04-25,Normal Days,Footwear,Sandals,93,69,25.81,24,8,45,Male,Montana,4.2,21,Bi-Weekly,72733,22,Low,Non-Festival Day
2024-03-15,Normal Days,Accessories,Belt,100,61,39.0,39,11,38,Male,Oklahoma,2.5,22,Bi-Weekly,85318,16,Low,Non-Festival Day
2024-04-22,Normal Days,Clothing,Skirt,123,94,23.58,29,10,21,Male,Minnesota,3.0,9,Monthly,129953,16,Low,Non-Festival Day
2024-04-13,Normal Days,Clothing,Sweater,69,30,56.52,39,11,32,Male,Montana,3.2,16,Annually,109474,25,Low,Non-Festival Day
2024-12-05,Normal Days,Clothing,Skirt,74,45,39.19,29,9,63,Male,Ohio,3.5,4,Quarterly,43664,23,Low,Non-Festival Day
2024-09-10,Normal Days,Accessories,Handbag,72,39,45.83,33,10,29,Male,Kentucky,4.8,3,Bi-Weekly,87172,13,Low,Non-Festival Day
2024-08-14,Back to School Sales,Accessories,Jewelry,73,51,30.14,22,8,27,Male,Nebraska,2.6,6,Annually,105616,72,High,Festival Day
2024-04-21,Normal Days,Accessories,Scarf,59,37,37.29,22,8,56,Male,Delaware,3.4,18,Fortnightly,145879,21,Low,Non-Festival Day
2024-04-08,Normal Days,Clothing,T-shirt,68,62,8.82,6,8,30,Male,North Carolina,3.7,34,Bi-Weekly,113264,20,Low,Non-Festival Day
2024-06-01,Normal Days,Outerwear,Coat,124,85,31.45,39,10,49,Male,New York,4.5,26,Monthly,135386,8,Low,Non-Festival Day
2024-12-14,Normal Days,Clothing,T-shirt,53,33,37.74,20,6,58,Male,Colorado,3.7,50,Weekly,46736,14,Low,Non-Festival Day
2024-12-31,Year-End Clearance,Clothing,Dress,71,26,63.38,45,11,57,Male,Delaware,3.3,40,Monthly,114209,83,High,Festival Day
2024-12-03,Normal Days,Footwear,Shoes,139,99,28.78,40,9,60,Male,Utah,4.7,24,Quarterly,123041,19,Low,Non-Festival Day
2024-07-12,Normal Days,Accessories,Handbag,76,39,48.68,37,4,69,Male,Connecticut,2.7,33,Annually,132859,29,Low,Non-Festival Day
2024-11-05,Normal Days,Clothing,Skirt,28,20,28.57,8,8,70,Male,New Jersey,4.6,19,Every 3 Months,132181,23,Low,Non-Festival Day
2024-06-11,Normal Days,Accessories,Sunglasses,79,42,46.84,37,4,53,Male,West Virginia,2.7,24,Quarterly,20854,7,Low,Non-Festival Day
2024-07-26,Back to School Sales,Footwear,Sandals,92,74,19.57,18,11,25,Male,Indiana,4.8,19,Weekly,110084,60,High,Festival Day
2024-06-17,Normal Days,Footwear,Shoes,51,26,49.02,25,3,48,Male,Delaware,4.4,4,Bi-Weekly,58623,25,Low,Non-Festival Day
2024-06-09,Normal Days,Clothing,T-shirt,77,53,31.17,24,5,69,Male,Maryland,4.0,11,Every 3 Months,27392,27,Low,Non-Festival Day
2024-03-08,Normal Days,Footwear,Sneakers,92,80,13.04,12,4,25,Male,Pennsylvania,3.2,28,Fortnightly,75680,9,Low,Non-Festival Day
2024-10-15,Normal Days,Accessories,Hat,109,98,10.09,11,3,29,Male,Iowa,4.4,24,Weekly,146354,15,Low,Non-Festival Day
2024-10-03,Normal Days,Clothing,Skirt,102,95,6.86,7,8,46,Male,Pennsylvania,3.8,25,Every 3 Months,66717,28,Low,Non-Festival Day
2024-10-30,Normal Days,Clothing,Sweater,65,44,32.31,21,4,37,Male,Delaware,3.6,27,Every 3 Months,139937,9,Low,Non-Festival Day
2024-05-14,Normal Days,Footwear,Sandals,97,60,38.14,37,4,20,Male,Oregon,3.3,49,Weekly,107092,11,Low,Non-Festival Day
2024-07-13,Normal Days,Clothing,Dress,100,84,16.0,16,6,40,Male,Oregon,3.4,45,Bi-Weekly,70859,10,Low,Non-Festival Day
2024-05-07,Normal Days,Clothing,Sweater,85,59,30.59,26,4,60,Male,Utah,3.5,26,Annually,145657,17,Low,Non-Festival Day
2024-02-02,Normal Days,Outerwear,Jacket,75,49,34.67,26,4,26,Male,North Dakota,3.6,4,Annually,124095,6,Low,Non-Festival Day
2024-06-24,Normal Days,Accessories,Gloves,66,32,51.52,34,6,29,Male,Florida,3.2,3,Every 3 Months,46309,23,Low,Non-Festival Day
2024-01-22,Normal Days,Accessories,Handbag,71,29,59.15,42,9,66,Male,Maryland,3.7,45,Bi-Weekly,107455,15,Low,Non-Festival Day
2024-08-25,Normal Days,Clothing,Dress,64,22,65.62,42,10,66,Male,Minnesota,4.5,21,Fortnightly,83734,24,Low,Non-Festival Day
2024-06-06,Normal Days,Clothing,Pants,134,85,36.57,49,5,56,Male,Montana,4.6,50,Fortnightly,90467,9,Low,Non-Festival Day
2024-02-07,Normal Days,Clothing,Jeans,64,52,18.75,12,3,69,Male,Rhode Island,4.1,19,Monthly,72662,13,Low,Non-Festival Day
2024-08-17,Normal Days,Clothing,Pants,120,89,25.83,31,8,38,Male,Massachusetts,3.4,6,Annually,118506,10,Low,Non-Festival Day
2024-12-30,Year-End Clearance,Clothing,Dress,108,77,28.7,31,17,42,Male,Vermont,3.7,50,Every 3 Months,129751,78,High,Festival Day
2024-02-20,Normal Days,Clothing,Pants,62,24,61.29,38,8,30,Male,New Jersey,3.3,17,Every 3 Months,138906,23,Low,Non-Festival Day
2024-09-20,Normal Days,Accessories,Jewelry,49,24,51.02,25,3,66,Male,Wisconsin,4.5,24,Annually,32688,27,Low,Non-Festival Day
2024-10-09,Normal Days,Accessories,Handbag,56,22,60.71,34,8,36,Male,California,3.3,46,Monthly,45342,12,Low,Non-Festival Day
2024-01-27,Normal Days,Clothing,Sweater,119,82,31.09,37,8,58,Male,West Virginia,4.3,42,Every 3 Months,57157,11,Low,Non-Festival Day
2024-08-13,Back to School Sales,Accessories,Backpack,99,67,32.32,32,15,45,Male,South Dakota,2.5,10,Annually,87863,34,High,Festival Day
2024-10-03,Normal Days,Clothing,Shorts,111,74,33.33,37,10,47,Male,Maine,2.6,1,Every 3 Months,126308,19,Low,Non-Festival Day
2024-10-12,Normal Days,Accessories,Jewelry,81,72,11.11,9,3,66,Male,Kansas,4.9,28,Quarterly,72083,14,Low,Non-Festival Day
2024-04-06,Normal Days,Footwear,Sneakers,59,36,38.98,23,3,41,Male,Vermont,4.7,48,Quarterly,126081,28,Low,Non-Festival Day
2024-10-10,Normal Days,Accessories,Belt,103,95,7.77,8,8,41,Male,Tennessee,3.0,47,Monthly,85733,20,Low,Non-Festival Day
2024-11-12,Normal Days,Clothing,Hoodie,117,78,33.33,39,9,66,Male,Tennessee,3.5,29,Bi-Weekly,109045,13,Low,Non-Festival Day
2024-10-30,Normal Days,Clothing,Shirt,103,82,20.39,21,7,37,Male,Wyoming,4.8,37,Quarterly,54698,11,Low,Non-Festival Day
2024-05-26,Normal Days,Clothing,Pants,118,70,40.68,48,6,70,Male,Vermont,4.3,38,Annually,130078,15,Low,Non-Festival Day
2024-01-04,Normal Days,Accessories,Scarf,73,41,43.84,32,4,62,Male,New Jersey,3.2,48,Weekly,100623,13,Low,Non-Festival Day
2024-02-04,Normal Days,Outerwear,Coat,76,42,44.74,34,6,61,Male,Iowa,3.1,36,Weekly,42671,21,Low,Non-Festival Day
2024-07-10,Normal Days,Outerwear,Coat,83,50,39.76,33,10,48,Male,Florida,2.8,9,Weekly,45184,13,Low,Non-Festival Day
2024-02-18,Normal Days,Clothing,Socks,41,31,24.39,10,3,70,Male,Nevada,2.9,34,Monthly,113384,7,Low,Non-Festival Day
2024-01-17,Normal Days,Clothing,Sweater,90,51,43.33,39,5,46,Male,North Dakota,3.7,43,Bi-Weekly,62107,26,Low,Non-Festival Day
2024-06-20,Normal Days,Clothing,Shirt,143,98,31.47,45,11,31,Male,Florida,3.3,46,Quarterly,106202,12,Low,Non-Festival Day
2024-08-07,Back to School Sales,Clothing,Shirt,127,86,32.28,41,18,19,Male,New York,2.8,5,Monthly,129893,80,High,Festival Day
2024-06-06,Normal Days,Clothing,Sweater,92,64,30.43,28,4,39,Male,Alaska,4.5,15,Bi-Weekly,71663,24,Low,Non-Festival Day
2024-02-15,Normal Days,Clothing,Blouse,79,46,41.77,33,4,41,Male,Kansas,2.6,30,Annually,35708,20,Low,Non-Festival Day
2024-01-06,Normal Days,Clothing,Sweater,120,85,29.17,35,9,20,Male,Oregon,3.7,44,Every 3 Months,111906,11,Low,Non-Festival Day
2024-04-08,Normal Days,Accessories,Hat,120,81,32.5,39,5,36,Male,Rhode Island,4.4,16,Annually,69811,11,Low,Non-Festival Day
2024-08-20,Normal Days,Clothing,Sweater,96,59,38.54,37,6,32,Male,New Mexico,4.3,16,Annually,22811,24,Low,Non-Festival Day
2024-02-06,Normal Days,Clothing,Hoodie,104,79,24.04,25,3,69,Male,Massachusetts,3.5,16,Weekly,76250,29,Low,Non-Festival Day
2024-10-06,Normal Days,Clothing,Shorts,69,33,52.17,36,6,40,Male,Pennsylvania,3.8,21,Every 3 Months,132547,17,Low,Non-Festival Day
2024-12-14,Normal Days,Clothing,Shorts,74,47,36.49,27,7,40,Male,New Jersey,3.5,39,Every 3 Months,92082,7,Low,Non-Festival Day
2024-10-28,Normal Days,Accessories,Hat,57,20,64.91,37,6,20,Male,Utah,4.6,40,Bi-Weekly,144249,16,Low,Non-Festival Day
2024-06-29,Normal Days,Outerwear,Coat,43,36,16.28,7,8,64,Male,Kentucky,2.6,48,Every 3 Months,54754,28,Low,Non-Festival Day
2024-04-04,Normal Days,Footwear,Sandals,61,39,36.07,22,7,27,Male,Nebraska,4.4,26,Monthly,115742,12,Low,Non-Festival Day
2024-04-08,Normal Days,Clothing,Skirt,100,71,29.0,29,8,24,Male,Virginia,4.0,46,Monthly,126642,17,Low,Non-Festival Day
2024-07-06,Normal Days,Footwear,Shoes,105,59,43.81,46,7,48,Male,Wyoming,4.4,27,Annually,31411,24,Low,Non-Festival Day
2024-04-25,Normal Days,Clothing,Jeans,85,50,41.18,35,5,49,Male,New Mexico,4.7,5,Weekly,22911,20,Low,Non-Festival Day
2024-07-09,Normal Days,Footwear,Sandals,48,41,14.58,7,5,36,Male,Oregon,3.9,43,Fortnightly,87270,11,Low,Non-Festival Day
2024-09-09,Normal Days,Clothing,Blouse,103,59,42.72,44,5,56,Male,South Carolina,2.7,17,Fortnightly,103763,8,Low,Non-Festival Day
2024-06-09,Normal Days,Accessories,Hat,115,87,24.35,28,9,37,Male,Arizona,3.7,3,Bi-Weekly,28680,16,Low,Non-Festival Day
2024-09-12,Normal Days,Clothing,Sweater,104,68,34.62,36,7,42,Male,Kentucky,2.6,47,Fortnightly,104896,21,Low,Non-Festival Day
2024-11-18,Normal Days,Clothing,Skirt,116,90,22.41,26,3,28,Male,New York,3.9,24,Bi-Weekly,103879,5,Low,Non-Festival Day
2024-05-07,Normal Days,Clothing,Jeans,98,71,27.55,27,3,27,Male,Texas,4.9,12,Every 3 Months,91295,21,Low,Non-Festival Day
2024-01-18,Normal Days,Footwear,Sneakers,70,64,8.57,6,6,63,Male,Missouri,4.1,35,Monthly,108614,6,Low,Non-Festival Day
2024-10-07,Normal Days,Accessories,Jewelry,107,76,28.97,31,4,58,Male,Pennsylvania,3.0,42,Weekly,120689,10,Low,Non-Festival Day
2024-08-10,Back to School Sales,Accessories,Jewelry,88,42,52.27,46,14,37,Male,Oregon,4.1,1,Every 3 Months,31111,73,High,Festival Day
2024-02-23,Normal Days,Clothing,Pants,86,80,6.98,6,2,56,Male,Nevada,3.8,27,Weekly,57504,15,Low,Non-Festival Day
2024-02-27,Normal Days,Accessories,Belt,86,56,34.88,30,6,18,Male,Arkansas,4.0,16,Bi-Weekly,21802,25,Low,Non-Festival Day
2024-11-18,Normal Days,Accessories,Hat,46,25,45.65,21,6,48,Male,Minnesota,3.6,36,Every 3 Months,28155,15,Low,Non-Festival Day
2024-12-25,Normal Days,Footwear,Sneakers,118,74,37.29,44,7,31,Male,Georgia,3.0,30,Every 3 Months,93656,22,Low,Non-Festival Day
2024-06-22,Normal Days,Clothing,Pants,67,30,55.22,37,9,51,Male,Rhode Island,3.0,18,Fortnightly,59384,12,Low,Non-Festival Day
2024-10-06,Normal Days,Clothing,T-shirt,109,96,11.93,13,2,65,Male,Nevada,2.6,45,Annually,132561,29,Low,Non-Festival Day
2024-04-23,Normal Days,Footwear,Sneakers,111,64,42.34,47,11,53,Male,Texas,3.4,1,Fortnightly,67254,11,Low,Non-Festival Day
2024-10-14,Normal Days,Clothing,Shorts,131,88,32.82,43,10,55,Male,Florida,3.1,42,Fortnightly,41918,18,Low,Non-Festival Day
2024-12-07,Normal Days,Footwear,Shoes,121,88,27.27,33,8,62,Male,North Dakota,3.0,7,Every 3 Months,105981,20,Low,Non-Festival Day
2024-05-30,Normal Days,Accessories,Gloves,134,88,34.33,46,7,55,Male,West Virginia,3.7,50,Quarterly,80713,16,Low,Non-Festival Day
